,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
1181,VOLKSWAGEN Beetle Dune,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26.0,34.0,29.0,6,No
1182,VOLKSWAGEN Beetle Dune Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26.0,34.0,29.0,6,No
1183,VOLKSWAGEN GTI,2.0,4,AMS-6,2WD,Gasoline,small car,7.0,24.0,32.0,27.0,6,No
1184,VOLKSWAGEN GTI,2.0,4,Man-6,2WD,Gasoline,small car,7.0,25.0,33.0,28.0,6,No
1185,VOLKSWAGEN Golf,1.8,4,Man-5,2WD,Gasoline,small car,7.0,25.0,34.0,29.0,6,No
1186,VOLKSWAGEN Golf,1.8,4,SemiAuto-6,2WD,Gasoline,small car,7.0,24.0,33.0,28.0,6,No
1187,VOLKSWAGEN Golf Alltrack,1.8,4,AMS-6,4WD,Gasoline,station wagon,7.0,22.0,30.0,25.0,5,No
1188,VOLKSWAGEN Golf Alltrack,1.8,4,Man-6,4WD,Gasoline,station wagon,7.0,21.0,30.0,24.0,5,No
1189,VOLKSWAGEN Golf R,2.0,4,AMS-7,4WD,Gasoline,small car,3.0,22.0,29.0,25.0,5,No
1190,VOLKSWAGEN Golf R,2.0,4,Man-6,4WD,Gasoline,small car,3.0,21.0,29.0,24.0,5,No
1191,VOLKSWAGEN Golf SportWagen,1.8,4,Man-5,2WD,Gasoline,station wagon,7.0,25.0,34.0,29.0,6,No
1192,VOLKSWAGEN Golf SportWagen,1.8,4,SemiAuto-6,2WD,Gasoline,station wagon,7.0,24.0,33.0,28.0,6,No
1193,VOLKSWAGEN Golf SportWagen 4Motion,1.8,4,AMS-6,4WD,Gasoline,station wagon,7.0,22.0,29.0,24.0,5,No
1194,VOLKSWAGEN Golf SportWagen 4Motion,1.8,4,Man-6,4WD,Gasoline,station wagon,7.0,22.0,31.0,25.0,5,No
1195,VOLKSWAGEN Jetta,1.4,4,Man-5,2WD,Gasoline,small car,3.0,28.0,40.0,33.0,8,Yes
1196,VOLKSWAGEN Jetta,1.4,4,SemiAuto-6,2WD,Gasoline,small car,5.0,28.0,38.0,32.0,7,Yes
1197,VOLKSWAGEN Jetta,1.8,4,SemiAuto-6,2WD,Gasoline,small car,7.0,24.0,33.0,28.0,6,No
1198,VOLKSWAGEN Jetta,2.0,4,AMS-6,2WD,Gasoline,small car,7.0,24.0,33.0,27.0,6,No
1199,VOLKSWAGEN Passat,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7.0,25.0,36.0,29.0,6,No
1200,VOLKSWAGEN Passat,3.6,6,AMS-6,2WD,Gasoline,midsize car,3.0,19.0,28.0,22.0,4,No
1201,VOLKSWAGEN Tiguan,2.0,4,SemiAuto-8,2WD,Gasoline,small SUV,7.0,22.0,27.0,24.0,5,No
1202,VOLKSWAGEN Tiguan 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7.0,21.0,27.0,23.0,5,No
1203,VOLKSWAGEN Tiguan Limited,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,26.0,23.0,5,No
1204,VOLKSWAGEN Tiguan Limited 4Motion,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,25.0,22.0,4,No
1205,VOLVO S60,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,25.0,36.0,29.0,6,No
1206,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22.0,32.0,26.0,5,No
1207,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22.0,33.0,26.0,5,No
1208,VOLVO S60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22.0,30.0,25.0,5,No
1209,VOLVO S60 Inscription,2.0,4,SemiAuto-8,2WD,Gasoline,small car,3.0,25.0,36.0,29.0,6,No
1210,VOLVO S60 Inscription,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,22.0,33.0,26.0,5,No
1211,VOLVO S60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,small car,1.0,20.0,27.0,22.0,4,No
1212,VOLVO S90,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,3.0,24.0,34.0,27.0,6,No
1213,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,22.0,31.0,25.0,5,No
1214,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3.0,23.0,32.0,26.0,5,No
1215,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5.0,23.0,32.0,26.0,5,No
1216,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5.0,22.0,31.0,25.0,5,No
1217,VOLVO V60,2.0,4,SemiAuto-8,2WD,Gasoline,station wagon,3.0,25.0,36.0,29.0,6,No
1218,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3.0,22.0,32.0,26.0,5,No
1219,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3.0,22.0,33.0,26.0,5,No
1220,VOLVO V60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3.0,22.0,30.0,25.0,5,No
1221,VOLVO V60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,1.0,20.0,27.0,22.0,4,No
1222,VOLVO V90,2.0,4,SemiAuto-8,2WD,Gasoline,station wagon,5.0,24.0,34.0,27.0,6,No
1223,VOLVO V90,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5.0,22.0,31.0,25.0,5,No
1224,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5.0,23.0,31.0,26.0,5,No
1225,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5.0,22.0,29.0,25.0,5,No
1226,VOLVO XC60,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5,No
1227,VOLVO XC60,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,5.0,21.0,27.0,23.0,5,No
1228,VOLVO XC90,2.0,4,SemiAuto-8,2WD,Gasoline,standard SUV,5.0,22.0,29.0,25.0,5,No
1229,VOLVO XC90,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,22.0,28.0,24.0,5,No
1230,VOLVO XC90,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,20.0,27.0,23.0,5,No
1231,AUDI A3 e-tron,1.4,4,AMS-6,2WD,Gasoline,small car,7.0,34.0,39.0,36.0,10,Elite
1232,BMW 330e,2.0,4,SemiAuto-8,2WD,Gasoline,small car,3.0,28.0,34.0,30.0,10,Yes
1233,BMW 530e,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,27.0,31.0,29.0,10,Elite
1234,BMW 530e,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,27.0,31.0,28.0,10,Elite
1235,BMW 740e,2.0,4,SemiAuto-8,4WD,Gasoline,large car,3.0,25.0,29.0,27.0,9,Yes
1236,BMW X5 xDrive40e,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,23.0,25.0,24.0,8,Yes
1237,BMW i3 (94Ah),0.6,2,Auto-1,2WD,Gasoline,small car,7.0,36.0,33.0,35.0,10,Elite
1238,BMW i3s (94Ah),0.6,2,Auto-1,2WD,Gasoline,small car,7.0,36.0,33.0,35.0,10,Elite
1239,CADILLAC CT6 Plug-In,2.0,4,CVT,2WD,Gasoline,midsize car,3.0,23.0,29.0,25.0,10,Yes
1240,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Ethanol,large car,5.0,14.0,20.0,16.0,4,No
1241,CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Ethanol,pickup,5.0,12.0,16.0,14.0,4,No
1242,CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Ethanol,pickup,5.0,12.0,15.0,13.0,3,No
1243,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3,No
1244,CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Ethanol,pickup,3.0,11.0,16.0,13.0,3,No
1245,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3.0,12.0,17.0,14.0,3,No
1246,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3.0,11.0,15.0,12.0,3,No
1247,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3.0,12.0,17.0,14.0,3,No
1248,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3.0,11.0,16.0,13.0,3,No
1249,CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline,small car,3.0,43.0,42.0,42.0,10,Yes
1250,CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline,small car,7.0,43.0,42.0,42.0,10,Elite
1251,CHRYSLER 300,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5,No
1252,CHRYSLER 300,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4,No
1253,CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Gasoline,minivan,7.0,32.0,33.0,32.0,10,Elite
1254,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5,No
1255,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4,No
1256,FORD F150 FFV,3.3,6,SemiAuto-6,2WD,Ethanol,pickup,5.0,14.0,19.0,16.0,4,No
1257,FORD F150 FFV,3.3,6,SemiAuto-6,4WD,Ethanol,pickup,5.0,13.0,17.0,15.0,4,No
1258,FORD F150 FFV,3.3,6,SemiAuto-6,4WD,Ethanol,pickup,5.0,14.0,17.0,15.0,3,No
1259,FORD F150 FFV,5.0,8,SemiAuto-10,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3,No
1260,FORD F150 FFV,5.0,8,SemiAuto-10,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3,No
1261,FORD F150 FFV,5.0,8,SemiAuto-10,4WD,Ethanol,pickup,3.0,11.0,14.0,13.0,3,No
1262,FORD F150 FFV,5.0,8,SemiAuto-10,4WD,Ethanol,pickup,3.0,12.0,15.0,13.0,3,No
1263,FORD F150 FFV,5.0,8,SemiAuto-10,4WD,Ethanol,pickup,3.0,12.0,15.0,13.0,3,No
1264,FORD F150 FFV BASE PAYLOAD LT,3.3,6,SemiAuto-6,2WD,Ethanol,pickup,5.0,14.0,19.0,16.0,4,No
1265,FORD F150 FFV BASE PAYLOAD LT,5.0,8,SemiAuto-10,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3,No
1266,FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Gasoline,midsize car,7.0,43.0,41.0,42.0,10,Elite
1267,GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol,pickup,5.0,12.0,16.0,14.0,4,No
1268,GMC Sierra 15,4.3,6,Auto-6,4WD,Ethanol,pickup,5.0,12.0,15.0,13.0,3,No
1269,GMC Sierra 15,5.3,8,Auto-6,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,3,No
1270,GMC Sierra 15,5.3,8,Auto-6,4WD,Ethanol,pickup,3.0,11.0,16.0,13.0,3,No
1271,GMC Yukon 1500,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3.0,12.0,17.0,14.0,3,No
1272,GMC Yukon 1500,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3.0,11.0,16.0,13.0,3,No
1273,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Ethanol,standard SUV,3.0,12.0,17.0,14.0,3,No
1274,GMC Yukon 1500 XL,5.3,8,Auto-6,4WD,Ethanol,standard SUV,3.0,11.0,15.0,12.0,3,No
1275,HONDA Clarity,1.5,4,CVT,2WD,Gasoline,midsize car,8.0,44.0,40.0,42.0,10,Elite
1276,HYUNDAI Ioniq Plug-in Hybrid,1.6,4,AutoMan-6,2WD,Gasoline,midsize car,7.0,53.0,52.0,52.0,10,Elite
1277,HYUNDAI Sonata plug-in hybrid,2.0,4,AutoMan-6,2WD,Gasoline,midsize car,7.0,37.0,42.0,39.0,10,Elite
1278,JEEP Cherokee,2.4,4,Auto-9,2WD,Ethanol,small SUV,3.0,15.0,22.0,18.0,5,No
1279,JEEP Cherokee,2.4,4,Auto-9,4WD,Ethanol,small SUV,3.0,14.0,21.0,17.0,5,No
1280,JEEP Renegade,2.4,4,Auto-9,2WD,Ethanol,small SUV,3.0,16.0,23.0,19.0,5,No
1281,KARMA Revero,2.0,4,Auto-1,2WD,Gasoline,small car,1.0,20.0,21.0,20.0,10,No
1282,KIA Niro Plug-in Hybrid,1.6,4,AutoMan-6,2WD,Gasoline,station wagon,7.0,48.0,44.0,46.0,10,Elite
1283,KIA Optima plug-in hybrid,2.0,4,AutoMan-6,2WD,Gasoline,midsize car,7.0,38.0,43.0,40.0,10,Elite
1284,MERCEDES-BENZ C350e,2.0,4,Auto-7,2WD,Gasoline,small car,7.0,28.0,32.0,30.0,9,Yes
1285,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol,small car,5.0,17.0,24.0,20.0,6,No
1286,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol,small SUV,5.0,17.0,23.0,19.0,5,No
1287,MERCEDES-BENZ GLC 350e 4Matic,2.0,4,Auto-7,4WD,Gasoline,small SUV,7.0,24.0,27.0,25.0,9,Yes
1288,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Ethanol,standard SUV,3.0,13.0,17.0,14.0,3,No
1289,MERCEDES-BENZ GLE550e 4Matic,3.0,6,Auto-7,4WD,Gasoline,standard SUV,6.0,20.0,23.0,21.0,7,Yes
1290,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline,midsize car,3.0,28.0,27.0,27.0,9,Yes
1291,MITSUBISHI Outlander PHEV,2.0,4,Auto-1,4WD,Gasoline,small SUV,7.0,25.0,26.0,25.0,10,Elite
1292,PORSCHE Cayenne S e-Hybrid,3.0,6,AutoMan-8,4WD,Gasoline,standard SUV,3.0,21.0,24.0,22.0,8,Yes
1293,PORSCHE Panamera 4 e-Hybrid,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,20.0,25.0,22.0,8,Yes
1294,PORSCHE Panamera 4 e-Hybrid Executive,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,20.0,25.0,22.0,8,Yes
1295,PORSCHE Panamera 4 e-Hybrid ST,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,20.0,25.0,22.0,8,Yes
1296,PORSCHE Panamera Turbo S e-Hybrid,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,19.0,23.0,21.0,7,Yes
1297,PORSCHE Panamera Turbo S e-Hybrid Exec,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,19.0,23.0,21.0,7,Yes
1298,PORSCHE Panamera Turbo S e-Hybrid ST,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,19.0,23.0,21.0,7,Yes
1299,RAM 1500,3.6,6,Auto-8,2WD,Ethanol,pickup,3.0,12.0,17.0,14.0,4,No
1300,RAM 1500,3.6,6,Auto-8,4WD,Ethanol,pickup,3.0,11.0,16.0,13.0,3,No
1301,TOYOTA Prius Prime,1.8,4,CVT,2WD,Gasoline,midsize car,7.0,55.0,53.0,54.0,10,Elite
1302,TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Ethanol,standard SUV,5.0,9.0,13.0,10.0,1,No
1303,TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Ethanol,pickup,5.0,9.0,12.0,10.0,2,No
1304,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,26.0,33.0,29.0,10,Elite
1305,VOLVO XC60,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7.0,26.0,28.0,26.0,10,Elite
1306,VOLVO XC90,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,7.0,26.0,30.0,27.0,10,Elite
1307,AUDI A3 e-tron,1.4,4,AMS-6,2WD,Electricity,small car,7.0,81.0,86.0,83.0,10,Elite
1308,BMW 330e,2.0,4,SemiAuto-8,2WD,Electricity,small car,3.0,66.0,78.0,71.0,10,Yes
1309,BMW 530e,2.0,4,SemiAuto-8,2WD,Electricity,small car,7.0,70.0,75.0,72.0,10,Elite
1310,BMW 530e,2.0,4,SemiAuto-8,4WD,Electricity,small car,7.0,66.0,68.0,67.0,10,Elite
1311,BMW 740e,2.0,4,SemiAuto-8,4WD,Electricity,large car,3.0,62.0,68.0,64.0,9,Yes
1312,BMW X5 xDrive40e,2.0,4,SemiAuto-8,4WD,Electricity,standard SUV,3.0,55.0,57.0,56.0,8,Yes
1313,BMW i3 (94Ah),0.6,2,Auto-1,2WD,Electricity,small car,7.0,117.0,101.0,109.0,10,Elite
1314,BMW i3s (94Ah),0.6,2,Auto-1,2WD,Electricity,small car,7.0,117.0,101.0,109.0,10,Elite
1315,CADILLAC CT6 Plug-In,2.0,4,CVT,2WD,Electricity,midsize car,3.0,56.0,71.0,62.0,10,Yes
1316,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gas,large car,5.0,18.0,28.0,22.0,4,No
1317,CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Gas,pickup,5.0,18.0,24.0,20.0,4,No
1318,CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Gas,pickup,5.0,17.0,22.0,19.0,3,No
1319,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gas,pickup,3.0,16.0,23.0,19.0,3,No
1320,CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gas,pickup,3.0,16.0,22.0,18.0,3,No
1321,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gas,standard SUV,3.0,16.0,23.0,19.0,3,No
1322,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gas,standard SUV,3.0,15.0,22.0,18.0,3,No
1323,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gas,standard SUV,3.0,16.0,23.0,19.0,3,No
1324,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gas,standard SUV,3.0,16.0,22.0,18.0,3,No
1325,CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,small car,3.0,113.0,99.0,106.0,10,Yes
1326,CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,small car,7.0,113.0,99.0,106.0,10,Elite
1327,CHRYSLER 300,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5,No
1328,CHRYSLER 300,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4,No
1329,CHRYSLER Pacifica Hybrid,3.6,6,CVT,2WD,Electricity,minivan,7.0,89.0,78.0,84.0,10,Elite
1330,DODGE Charger,3.6,6,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5,No
1331,DODGE Charger,3.6,6,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4,No
1332,FORD F150 FFV,3.3,6,SemiAuto-6,2WD,Gas,pickup,5.0,20.0,25.0,22.0,4,No
1333,FORD F150 FFV,3.3,6,SemiAuto-6,4WD,Gas,pickup,5.0,18.0,23.0,20.0,4,No
1334,FORD F150 FFV,3.3,6,SemiAuto-6,4WD,Gas,pickup,5.0,17.0,22.0,19.0,3,No
1335,FORD F150 FFV,5.0,8,SemiAuto-10,2WD,Gas,pickup,3.0,16.0,20.0,17.0,3,No
1336,FORD F150 FFV,5.0,8,SemiAuto-10,2WD,Gas,pickup,3.0,17.0,23.0,19.0,3,No
1337,FORD F150 FFV,5.0,8,SemiAuto-10,4WD,Gas,pickup,3.0,15.0,19.0,17.0,3,No
1338,FORD F150 FFV,5.0,8,SemiAuto-10,4WD,Gas,pickup,3.0,16.0,20.0,17.0,3,No
1339,FORD F150 FFV,5.0,8,SemiAuto-10,4WD,Gas,pickup,3.0,16.0,22.0,18.0,3,No
1340,FORD F150 FFV BASE PAYLOAD LT,3.3,6,SemiAuto-6,2WD,Gas,pickup,5.0,19.0,24.0,21.0,4,No
1341,FORD F150 FFV BASE PAYLOAD LT,5.0,8,SemiAuto-10,2WD,Gas,pickup,3.0,16.0,21.0,18.0,3,No
1342,FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Electricity,midsize car,7.0,102.0,91.0,97.0,10,Elite
1343,GMC Sierra 15,4.3,6,Auto-6,2WD,Gas,pickup,5.0,18.0,24.0,20.0,4,No
1344,GMC Sierra 15,4.3,6,Auto-6,4WD,Gas,pickup,5.0,17.0,22.0,19.0,3,No
1345,GMC Sierra 15,5.3,8,Auto-6,2WD,Gas,pickup,3.0,16.0,23.0,19.0,3,No
1346,GMC Sierra 15,5.3,8,Auto-6,4WD,Gas,pickup,3.0,16.0,22.0,18.0,3,No
1347,GMC Yukon 1500,5.3,8,Auto-6,2WD,Gas,standard SUV,3.0,16.0,23.0,19.0,3,No
1348,GMC Yukon 1500,5.3,8,Auto-6,4WD,Gas,standard SUV,3.0,16.0,22.0,18.0,3,No
1349,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gas,standard SUV,3.0,16.0,23.0,19.0,3,No
1350,GMC Yukon 1500 XL,5.3,8,Auto-6,4WD,Gas,standard SUV,3.0,15.0,22.0,18.0,3,No
1351,HONDA Clarity,1.5,4,CVT,2WD,Electricity,midsize car,8.0,117.0,102.0,110.0,10,Elite
1352,HYUNDAI Ioniq Plug-in Hybrid,1.6,4,AutoMan-6,2WD,Electricity,midsize car,7.0,123.0,114.0,119.0,10,Elite
1353,HYUNDAI Sonata plug-in hybrid,2.0,4,AutoMan-6,2WD,Electricity,midsize car,7.0,99.0,100.0,99.0,10,Elite
1354,JEEP Cherokee,2.4,4,Auto-9,2WD,Gas,small SUV,3.0,21.0,30.0,25.0,5,No
1355,JEEP Cherokee,2.4,4,Auto-9,4WD,Gas,small SUV,3.0,21.0,28.0,23.0,5,No
1356,JEEP Renegade,2.4,4,Auto-9,2WD,Gas,small SUV,3.0,22.0,30.0,25.0,5,No
1357,KARMA Revero,2.0,4,Auto-1,2WD,Electricity,small car,1.0,59.0,61.0,60.0,10,No
1358,KIA Niro Plug-in Hybrid,1.6,4,AutoMan-6,2WD,Electricity,station wagon,7.0,110.0,99.0,105.0,10,Elite
1359,KIA Optima plug-in hybrid,2.0,4,AutoMan-6,2WD,Electricity,midsize car,7.0,103.0,104.0,103.0,10,Elite
1360,MERCEDES-BENZ C350e,2.0,4,Auto-7,2WD,Electricity,small car,7.0,45.0,61.0,51.0,9,Yes
1361,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gas,small car,5.0,24.0,32.0,27.0,6,No
1362,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gas,small SUV,5.0,23.0,31.0,26.0,5,No
1363,MERCEDES-BENZ GLC 350e 4Matic,2.0,4,Auto-7,4WD,Electricity,small SUV,7.0,55.0,57.0,56.0,9,Yes
1364,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gas,standard SUV,3.0,18.0,22.0,19.0,3,No
1365,MERCEDES-BENZ GLE550e 4Matic,3.0,6,Auto-7,4WD,Electricity,standard SUV,6.0,38.0,50.0,43.0,7,Yes
1366,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Electricity,midsize car,3.0,63.0,66.0,65.0,9,Yes
1367,MITSUBISHI Outlander PHEV,2.0,4,Auto-1,4WD,Electricity,small SUV,7.0,78.0,70.0,74.0,10,Elite
1368,PORSCHE Cayenne S e-Hybrid,3.0,6,AutoMan-8,4WD,Electricity,standard SUV,3.0,47.0,46.0,47.0,8,Yes
1369,PORSCHE Panamera 4 e-Hybrid,2.9,6,AMS-8,4WD,Electricity,large car,5.0,40.0,57.0,46.0,8,Yes
1370,PORSCHE Panamera 4 e-Hybrid Executive,2.9,6,AMS-8,4WD,Electricity,large car,5.0,40.0,57.0,46.0,8,Yes
1371,PORSCHE Panamera 4 e-Hybrid ST,2.9,6,AMS-8,4WD,Electricity,large car,5.0,40.0,57.0,46.0,8,Yes
1372,PORSCHE Panamera Turbo S e-Hybrid,4.0,8,AMS-8,4WD,Electricity,large car,3.0,48.0,51.0,49.0,7,Yes
1373,PORSCHE Panamera Turbo S e-Hybrid Exec,4.0,8,AMS-8,4WD,Electricity,large car,3.0,48.0,51.0,49.0,7,Yes
1374,PORSCHE Panamera Turbo S e-Hybrid ST,4.0,8,AMS-8,4WD,Electricity,large car,3.0,48.0,51.0,49.0,7,Yes
1375,RAM 1500,3.6,6,Auto-8,2WD,Gas,pickup,3.0,17.0,25.0,20.0,4,No
1376,RAM 1500,3.6,6,Auto-8,4WD,Gas,pickup,3.0,16.0,23.0,19.0,3,No
1377,TOYOTA Prius Prime,1.8,4,CVT,2WD,Electricity,midsize car,7.0,145.0,121.0,133.0,10,Elite
1378,TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Gas,standard SUV,5.0,13.0,17.0,14.0,1,No
1379,TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Gas,pickup,5.0,13.0,17.0,15.0,2,No
1380,VOLVO S90,2.0,4,SemiAuto-8,4WD,Electricity,midsize car,7.0,70.0,72.0,71.0,10,Elite
1381,VOLVO XC60,2.0,4,SemiAuto-8,4WD,Electricity,small SUV,7.0,60.0,58.0,59.0,10,Elite
1382,VOLVO XC90,2.0,4,SemiAuto-8,4WD,Electricity,standard SUV,7.0,63.0,61.0,62.0,10,Elite
